plot_ID,arcticdem_elev,chelsa_glacial_extent,worldclim_bio_1,worldclim_bio_2,worldclim_bio_3,worldclim_bio_4,worldclim_bio_5,worldclim_bio_6,worldclim_bio_7,worldclim_bio_8,worldclim_bio_9,worldclim_bio_10,worldclim_bio_11,worldclim_bio_12,worldclim_bio_13,worldclim_bio_14,worldclim_bio_15,worldclim_bio_16,worldclim_bio_17,worldclim_bio_18,worldclim_bio_19,nasa_slope,nasa_aspect,nasa_tri,nasa_elev,soilgrids_bdod,soilgrids_cfvo,soilgrids_nitrogen,soilgrids_ocd,soilgrids_phh2o,soilgrids_silt,soilgrids_soc,soilgrids_cec,soilgrids_clay,chr_glim_lith,chr_gum_sed_type,chr_gum_grain_size,chr_gum_mineralogy,chr_gum_age,chr_gum_thickness
90198,157.390625,3000,3.470833302,5.258333683,30.39499092,460.9006042,13.10000038,-4.199999809,17.29999924,-1.299999952,8.216667175,9.566666603,-1.416666627,1043,106,60,19.47563744,309,192,215,306,NA,NA,NA,NA,0.800000012,8,7.699999809,5.800000191,5.699999809,34,191.6999969,28.1,8.9,vb,NA,NA,NA,NA,NA
90199,213.734375,1600,3.445833206,5.324999809,31.14035225,455.4291687,12.89999962,-4.199999809,17.09999847,-1.266666651,5.316666603,9.483333588,-1.383333325,966,95,62,15.80438042,271,188,222,268,NA,NA,NA,NA,0.800000012,7,7.300000191,5.800000191,5.599999905,33,189.6999969,32,11,vb,NA,NA,NA,NA,NA
90202,166.203125,3000,3.474999905,5.25,30.17241478,463.0604858,13.19999981,-4.199999809,17.39999962,-1.366666675,8.25,9.583333015,-1.449999928,1047,107,61,19.34584236,311,194,217,307,NA,NA,NA,NA,0.800000012,10,8.300000191,5.699999809,5.699999809,32,189.6000061,26.1,7.3,vb,NA,NA,NA,NA,NA
90203,151.953125,1600,3.950000048,5.166666508,30.03875923,455.7062378,13.30000019,-3.900000095,17.20000076,-1.066666722,5.916666508,9.916666985,-1.066666722,1066,102,69,14.55919933,297,212,246,297,NA,NA,NA,NA,0.699999988,5,7.800000191,5.699999809,6,31,229.1999969,30.5,10.7,vb,NA,NA,NA,NA,NA
90206,120.3984375,1600,4.129166603,5.025000095,30.82822227,433.1882629,12.89999962,-3.400000095,16.29999924,-0.316666692,5.933333397,9.783332825,-0.600000024,1018,98,65,15.11572838,282,200,234,281,NA,NA,NA,NA,0.800000012,5,8.100000381,5.5,5.5,29,198,28.7,11,vb,NA,NA,NA,NA,NA
90209,381.9453125,1800,2.604166746,5.025000095,29.04624176,466.3711853,12.39999962,-4.900000095,17.29999924,-2.200000048,4.366666794,8.866666794,-2.216666698,1149,110,73,14.86181259,322,229,260,319,NA,NA,NA,NA,0.699999988,11,6.300000191,6.099999905,6.300000191,26,163.5,27.3,8.3,vb,NA,NA,NA,NA,NA
90210,134.9375,1500,4.004166603,5.041666508,30.74186897,438.9784546,12.80000019,-3.599999905,16.39999962,-0.533333302,5.816666603,9.733333588,-0.800000012,998,96,65,14.85544491,278,198,229,277,NA,NA,NA,NA,0.800000012,6,7.800000191,5.699999809,5.599999905,31,212.1999969,30.1,14.5,vb,NA,NA,NA,NA,NA
90214,150.3046875,1100,3.724999905,5.050000191,29.53216362,459.250885,13.10000038,-4,17.10000038,-1.066666722,5.533333302,9.766666412,-1.233333349,1025,99,66,14.4823246,284,206,234,282,NA,NA,NA,NA,0.699999988,9,7.800000191,6,5.5,31,203.3000031,32,10.1,vb,NA,NA,NA,NA,NA
90200,146.3515625,3100,4.099999905,4.866666794,30.22774315,428.3053284,12.80000019,-3.299999952,16.10000038,1.550000072,5.866666794,9.699999809,-0.583333313,1182,113,78,14.24224472,326,237,272,324,NA,NA,NA,NA,0.800000012,7,7,5.800000191,5.900000095,27,235.5,30.2,7.6,vb,NA,NA,NA,NA,NA
90201,92.8125,8200,4.550000191,5.366666794,29.98137665,466.846283,14.60000038,-3.299999952,17.89999962,-0.233333349,9.433333397,10.76666641,-0.516666651,1367,142,78,18.66899872,396,254,268,380,NA,NA,NA,NA,0.800000012,9,6.699999809,5.900000095,6.099999905,27,216.6000061,30.8,7.7,NA,NA,NA,NA,NA,NA
90204,308.78125,1800,3.325000048,5.183333397,30.13565826,455.9380798,12.89999962,-4.300000191,17.20000076,-1.366666675,5.166666508,9.366666794,-1.533333302,1193,116,76,16.14416695,340,232,267,338,NA,NA,NA,NA,0.699999988,7,4.699999809,6,6.5,25,202,27.2,5.3,vb,NA,NA,NA,NA,NA
90205,112.5546875,7100,4.345833302,5.125,30.32544327,443.8389282,13.60000038,-3.299999952,16.89999962,-0.533333361,6.199999809,10.16666698,-0.533333361,1145,108,74,14.7902813,317,227,263,317,NA,NA,NA,NA,0.800000012,6,6.400000095,5.400000095,6.099999905,29,217.3000031,31,9.8,NA,NA,NA,NA,NA,NA
90207,190.7109375,3100,3.791666746,5.099999905,29.65116119,451.0937805,13.30000019,-3.900000095,17.20000076,-1.049999952,8.366666794,9.75,-1.049999952,1169,115,72,17.5214386,339,224,252,339,NA,NA,NA,NA,0.800000012,6,6.099999905,5.900000095,5.900000095,29,216.5,26.9,7.1,vb,NA,NA,NA,NA,NA
90208,69.421875,8200,4.545833588,4.808333397,30.4324894,421.6604614,13,-2.799999952,15.80000019,0.183333352,8.733333588,10.05000019,-0.066666685,1381,136,87,16.51101303,398,268,297,396,NA,NA,NA,NA,0.800000012,8,8.600000381,5.400000095,5.800000191,27,223.8000031,28.4,10.9,NA,NA,NA,NA,NA,NA
90211,90.4375,8200,4.354166508,5.008333206,30.3535347,437.3393555,13.19999981,-3.299999952,16.5,-0.49999997,8.766666412,10.03333282,-0.49999997,1221,117,79,15.21446419,342,242,272,342,NA,NA,NA,NA,0.800000012,6,6.699999809,5.400000095,6.199999809,27,229.3999939,28.9,7.5,NA,NA,NA,NA,NA,NA
90212,311.0546875,1900,3.208333254,5.216666698,30.15414238,456.0145264,13,-4.300000191,17.29999924,-1.5,7.933333397,9.266666412,-1.583333373,1242,126,76,18.1176033,364,236,261,363,NA,NA,NA,NA,0.699999988,7,5.699999809,6.099999905,6.5,26,202.8999939,25.9,6.9,vb,NA,NA,NA,NA,NA
90213,103.953125,7100,4.216666698,5.166666508,30.75396729,444.6517334,13.30000019,-3.5,16.79999924,-0.383333385,6.099999905,10.01666641,-0.683333397,1178,114,75,16.06459236,335,231,260,334,NA,NA,NA,NA,0.800000012,7,6.300000191,5.400000095,6,26,199.5,31,7.4,vb,NA,NA,NA,NA,NA
90675,286.25,1800,1.716666698,8.833333015,26.21167183,906.9212036,19.79999924,-13.89999962,33.69999695,11.6833334,-4.516666889,13.26666641,-9.199999809,619,81,31,32.1456337,223,100,214,115,NA,NA,NA,NA,0.600000024,12,8.899999619,6.199999809,4.5,33,205.1999969,41.7,5.6,mt,Op,NA,NA,NA,NA
90676,291.8984375,1800,1.800000072,8.933333397,26.35201645,908.5102539,20,-13.89999962,33.90000153,11.76666641,-4.416666508,13.33333397,-9.166666031,610,80,31,32.41693497,221,98,211,114,NA,NA,NA,NA,0.600000024,16,6.800000191,5.800000191,4.5,33,168.6999969,35,4.8,mt,Op,NA,NA,NA,NA
90677,278,1800,1.895833373,8.941666603,26.37659836,908.2437134,20.10000038,-13.80000019,33.90000153,11.86666679,-4.316666603,13.4333334,-9.066666603,606,79,31,32.07225037,219,98,209,114,NA,NA,NA,NA,0.699999988,16,7.400000095,5.599999905,4.5,35,172.5,34.1,8,mt,Gt,NA,NA,NA,NA
90678,303.140625,1800,1.724999905,8.816666603,26.31840897,899.6400757,19.79999924,-13.69999981,33.5,11.63333321,-4.483333588,13.19999981,-9.066666603,630,82,33,32.02461243,227,104,218,119,NA,NA,NA,NA,0.600000024,13,9.5,6.099999905,4.5,34,192.8000031,38.9,7.7,mt,Gt,NA,NA,NA,NA
90679,295.8359375,1800,1.800000072,8.933333397,26.35201645,908.5102539,20,-13.89999962,33.90000153,11.76666641,-4.416666508,13.33333397,-9.166666031,610,80,31,32.41693497,221,98,211,114,NA,NA,NA,NA,0.600000024,16,6.800000191,5.800000191,4.5,33,168.6999969,33.4,5,mt,NA,NA,NA,NA,NA
90680,286.6953125,1800,1.800000072,8.933333397,26.35201645,908.5102539,20,-13.89999962,33.90000153,11.76666641,-4.416666508,13.33333397,-9.166666031,610,80,31,32.41693497,221,98,211,114,NA,NA,NA,NA,0.600000024,16,6.800000191,5.800000191,4.5,33,168.6999969,35.9,6.6,mt,NA,NA,NA,NA,NA
90681,292.71875,1800,1.720833302,8.841666222,26.31448364,904.5854492,19.79999924,-13.80000019,33.59999847,11.66666603,-4.516666889,13.23333359,-9.166666985,620,81,32,31.81656837,223,102,214,117,NA,NA,NA,NA,0.600000024,13,8.899999619,6.300000191,4.599999905,34,193,44.6,6.7,mt,Op,NA,NA,NA,NA
90682,287.703125,1800,1.720833302,8.841666222,26.31448364,904.5854492,19.79999924,-13.80000019,33.59999847,11.66666603,-4.516666889,13.23333359,-9.166666985,620,81,32,31.81656837,223,102,214,117,NA,NA,NA,NA,0.600000024,13,8.899999619,6.300000191,4.599999905,34,193,37.8,8,mt,Op,NA,NA,NA,NA
90683,306.9140625,1800,1.716666579,8.850000381,26.3392868,904.0523071,19.79999924,-13.80000019,33.59999847,11.66666603,-4.516666889,13.21666622,-9.166666985,622,81,32,31.76237679,224,102,214,118,NA,NA,NA,NA,0.600000024,13,9,6,4.5,33,192.1000061,34.9,6.5,mt,Op,NA,NA,NA,NA
90684,288.71875,1800,1.725000024,8.833333015,26.28968239,905.2335205,19.79999924,-13.80000019,33.59999847,11.6833334,-4.516666889,13.25,-9.166666985,618,80,32,31.33529472,221,102,212,116,NA,NA,NA,NA,0.600000024,13,9.199999809,6.400000095,4.5,33,202.1000061,44.6,6.7,mt,Op,NA,NA,NA,NA
90685,322.328125,1800,1.695833325,8.775000572,26.19402885,900.7281494,19.70000076,-13.80000019,33.5,11.61666679,-4.516666889,13.16666698,-9.133333206,626,81,32,31.84726334,225,102,215,118,NA,NA,NA,NA,0.600000024,13,9.600000381,6.099999905,4.5,34,204.6000061,40,7.1,mt,Gt,NA,NA,NA,NA
90686,294.6875,1800,1.724999905,8.816666603,26.31840897,899.6400757,19.79999924,-13.69999981,33.5,11.63333321,-4.483333588,13.19999981,-9.066666603,630,82,33,32.02461243,227,104,218,119,NA,NA,NA,NA,0.600000024,13,9.5,6.099999905,4.5,34,192.8000031,35.7,7.6,mt,Op,NA,NA,NA,NA
90687,204.921875,1200,2.0625,9.008333206,26.41740036,913.276123,20.29999924,-13.80000019,34.09999847,12.08333302,-4.150000095,13.64999962,-8.983333588,589,78,30,32.3128891,213,95,204,110,NA,NA,NA,NA,0.699999988,15,7.300000191,5.900000095,4.599999905,39,175.1999969,34.4,10.4,mt,Gt,NA,NA,NA,NA
90688,204.296875,1200,2.0625,9.008333206,26.41740036,913.276123,20.29999924,-13.80000019,34.09999847,12.08333302,-4.150000095,13.64999962,-8.983333588,589,78,30,32.3128891,213,95,204,110,NA,NA,NA,NA,0.699999988,15,7.300000191,5.900000095,4.599999905,39,175.1999969,35.4,11.5,mt,Gt,NA,NA,NA,NA
90689,324.0546875,1800,1.695833325,8.775000572,26.19402885,900.7281494,19.70000076,-13.80000019,33.5,11.61666679,-4.516666889,13.16666698,-9.133333206,626,81,32,31.84726334,225,102,215,118,NA,NA,NA,NA,0.600000024,13,9.600000381,6.099999905,4.5,34,204.6000061,42.4,7.2,mt,Gt,NA,NA,NA,NA
90690,287.3984375,1800,1.741666555,8.850000381,26.41791153,900.7744751,19.79999924,-13.69999981,33.5,11.66666603,-4.483333588,13.21666622,-9.066666603,625,82,32,32.23556137,226,102,216,118,NA,NA,NA,NA,0.600000024,13,9.899999619,6.099999905,4.5,34,203,38.1,7.8,mt,Gt,NA,NA,NA,NA
2670,76.3828125,11200,6.108333588,8.233333588,28.19634628,771.0200806,22.10000038,-7.099999905,29.20000076,11.11666679,0.349999994,15.9333334,-3.083333254,653,70,33,25.11577034,206,115,195,130,2.793003948,305.7276775,0.75,52,0.699999988,10,8.399999619,6.199999809,5.099999905,33,103.5,35.6,18.5,mt,Us,su,NA,NA,NA
3096,87.765625,11200,5.558333397,8.566666603,28.55555534,785.2528076,21.79999924,-8.199999809,30,5.900000095,2.35935E-08,15.38333321,-4.049999714,721,80,37,25.17353249,234,127,208,144,8.918522286,114.5152557,2.875,62,0.699999988,12,7.900000095,6.099999905,4.699999809,36,128.6000061,0,0,va,Wu,NA,NA,NA,NA
3097,124.15625,9600,5.370833397,8.675000191,29.01337814,782.4915161,21.60000038,-8.300000191,29.90000153,5.650000095,-0.100000009,15.1833334,-4.200000286,742,82,39,24.77515984,240,133,214,148,4.904200109,247.7011461,1.75,98,0.600000024,10,6.800000191,5.800000191,4.599999905,43,91.59999847,27.8,23.4,va,NA,NA,NA,NA,NA
3098,126.1484375,9600,5.362500191,8.691666603,29.06912041,781.836792,21.60000038,-8.300000191,29.90000153,5.633333206,-0.100000009,15.16666698,-4.200000286,745,82,39,24.71051216,241,133,214,150,2.126451588,39.89443754,1,101,0.600000024,10,6.699999809,5.800000191,4.699999809,45,90.5,27.2,21.2,va,NA,NA,NA,NA,NA
3099,140.921875,9600,5.358333111,8.616666794,28.81828308,783.4476318,21.60000038,-8.300000191,29.90000153,5.666666985,-0.150000095,15.1833334,-4.216666698,743,82,39,24.82227325,241,133,213,150,3.062269361,188.5317679,1.25,116,0.699999988,11,6.800000191,5.900000095,4.599999905,41,93.40000153,29.6,22,va,NA,NA,NA,NA,NA
3100,97.8125,11200,5.429166794,8.808333397,29.16666794,789.3739014,21.79999924,-8.399999619,30.19999886,5.699999809,-0.049999963,15.3166666,-4.25,720,79,37,25.22285843,232,127,211,142,2.127342282,39.92315163,0.75,70,0.699999988,11,6.699999809,5.699999809,4.699999809,36,84.40000153,27.5,21.3,mt,Us,lc,NA,NA,NA
3101,112.6875,9600,5.349999905,8.75,29.16666603,784.6365967,21.70000076,-8.300000191,30,5.583333492,-0.083333276,15.1833334,-4.25,736,81,38,25.28579712,238,129,214,147,9.077996165,57.66435684,2.375,91,0.699999988,11,7.300000191,6,4.599999905,41,91.40000153,28.6,20.6,va,NA,NA,NA,NA,NA
4230,89.375,Inf,-9.958333015,11.53333378,16.64261627,2254.914795,25.70000076,-43.59999847,69.30000305,16.41666603,-21.28333282,16.41666603,-38.25,246,42,5,66.38747406,121,19,121,26,NA,NA,NA,NA,1,13,9,6,6.300000191,32,122.4000015,42.5,22.7,ss,Au,NA,NA,hu,NA
4231,89.515625,Inf,-9.987500191,11.47500038,16.63043404,2246.863525,25.5,-43.5,69,16.29999924,-21.28333282,16.29999924,-38.16666794,249,42,5,66.88969421,123,18,123,27,NA,NA,NA,NA,1,14,10.60000038,5.900000095,6.199999809,33,124.0999985,45.4,22.6,ss,Au,NA,NA,hu,NA
4232,84.0625,Inf,-10.14583302,11.49166679,16.77615547,2243.858643,24.79999924,-43.70000076,68.5,15.98333359,-21.39999962,15.98333359,-38.31666565,252,42,5,65.4120636,123,20,123,27,NA,NA,NA,NA,1,14,10.10000038,5.900000095,6.300000191,30,121.9000015,42,23.6,ss,Wu,NA,NA,NA,NA
4233,95.2265625,Inf,-10.14583302,11.49166679,16.77615547,2243.858643,24.79999924,-43.70000076,68.5,15.98333359,-21.39999962,15.98333359,-38.31666565,252,42,5,65.4120636,123,20,123,27,NA,NA,NA,NA,1,14,10.10000038,5.900000095,6.300000191,30,121.9000015,42.4,23,ss,Wu,NA,NA,NA,NA
4234,80.1328125,Inf,-10.34166718,11.73333359,17.07908821,2263.64624,25.10000038,-43.59999847,68.69999695,16.13333321,-22.06666756,16.13333321,-38.56666565,263,44,5,66.34654236,128,20,128,27,NA,NA,NA,NA,1,13,10.10000038,5.900000095,6.5,31,140.3000031,42.8,20.5,sm,Er,NA,NA,pl,NA
4236,138.390625,Inf,-9.987500191,11.47500038,16.63043404,2246.863525,25.5,-43.5,69,16.29999924,-21.28333282,16.29999924,-38.16666794,249,42,5,66.88969421,123,18,123,27,NA,NA,NA,NA,1,14,10.60000038,5.900000095,6.199999809,33,124.0999985,44.4,22.6,ss,Au,NA,NA,hu,NA
4250,137.2421875,Inf,-10.59166718,12.39999962,17.56373978,2282.243652,25.60000038,-45,70.59999847,16.04999924,-21.96666718,16.04999924,-39.21666718,273,46,5,65.6509552,133,21,133,29,NA,NA,NA,NA,1,13,11,6.5,6.5,31,134,44.7,19.8,sm,Er,NA,NA,pl,NA
4251,140.609375,Inf,-10.59166718,12.39999962,17.56373978,2282.243652,25.60000038,-45,70.59999847,16.04999924,-21.96666718,16.04999924,-39.21666718,273,46,5,65.6509552,133,21,133,29,NA,NA,NA,NA,1,13,11,6.5,6.5,31,134,41.7,21.1,sm,Er,NA,NA,pl,NA
4252,131.703125,Inf,-10.59166718,12.39999962,17.56373978,2282.243652,25.60000038,-45,70.59999847,16.04999924,-21.96666718,16.04999924,-39.21666718,273,46,5,65.6509552,133,21,133,29,NA,NA,NA,NA,1,13,11,6.5,6.5,31,134,41.7,21.1,sm,Er,NA,NA,pl,NA
4254,150.578125,Inf,-10.98333359,12.53333282,17.65258217,2286.450439,25.39999962,-45.59999847,71,15.75,-33.88333511,15.75,-39.61666489,288,51,5,68.90309143,144,21,144,26,NA,NA,NA,NA,0.899999976,13,12.60000038,6.800000191,6.300000191,28,129,47,19.4,sm,Er,NA,NA,pl,NA
4255,135.7578125,Inf,-10.98333359,12.53333282,17.65258217,2286.450439,25.39999962,-45.59999847,71,15.75,-33.88333511,15.75,-39.61666489,288,51,5,68.90309143,144,21,144,26,NA,NA,NA,NA,0.899999976,13,12.60000038,6.800000191,6.300000191,28,129,48,17.9,sm,Er,NA,NA,pl,NA
4256,119.5390625,Inf,-10.72916698,12.15833282,17.3938961,2265.685303,24.89999962,-45,69.90000153,15.64999962,-33.28333282,15.64999962,-39.20000076,286,49,6,67.64040375,140,21,140,25,NA,NA,NA,NA,1,13,11.39999962,7,6.400000095,28,126.4000015,44,19.3,sm,Er,NA,NA,pl,NA
4257,149.03125,Inf,-9.987500191,11.47500038,16.63043404,2246.863525,25.5,-43.5,69,16.29999924,-21.28333282,16.29999924,-38.16666794,249,42,5,66.88969421,123,18,123,27,NA,NA,NA,NA,1,14,10.60000038,5.900000095,6.199999809,33,124.0999985,44.1,22.6,ss,Au,NA,NA,hu,NA
4258,147.5234375,Inf,-9.987500191,11.47500038,16.63043404,2246.863525,25.5,-43.5,69,16.29999924,-21.28333282,16.29999924,-38.16666794,249,42,5,66.88969421,123,18,123,27,NA,NA,NA,NA,1,14,10.60000038,5.900000095,6.199999809,33,124.0999985,44.1,22.6,ss,Au,NA,NA,hu,NA
4259,116.328125,Inf,-10.11250019,11.45833302,16.65455437,2243.33667,25.29999924,-43.5,68.80000305,16.13333321,-21.39999962,16.13333321,-38.21666718,248,43,3,69.56098175,125,17,125,26,NA,NA,NA,NA,1,14,10.60000038,5.800000191,6.300000191,31,121.8000031,43.2,24.6,ss,Au,NA,NA,hu,NA
4260,134.921875,Inf,-10.17916679,11.47500038,16.6787796,2242.706787,25.20000076,-43.59999847,68.80000305,16.08333397,-21.48333359,16.08333397,-38.26666641,251,43,4,68.63321686,126,18,126,26,NA,NA,NA,NA,1,15,10.39999962,5.800000191,6.300000191,31,122.0999985,42.6,23.4,ss,Au,NA,NA,hu,NA
4261,79.6328125,Inf,-10.34166718,11.73333359,17.07908821,2263.64624,25.10000038,-43.59999847,68.69999695,16.13333321,-22.06666756,16.13333321,-38.56666565,263,44,5,66.34654236,128,20,128,27,NA,NA,NA,NA,1,13,10.10000038,5.900000095,6.5,31,140.3000031,42.8,20.6,sm,Er,NA,NA,pl,NA
4262,135.421875,Inf,-9.887499809,12.14166641,17.4951973,2224.737061,25.60000038,-43.79999924,69.40000153,16.14999962,-20.89999962,16.14999962,-37.8666687,246,43,5,66.26886749,123,19,123,29,NA,NA,NA,NA,1,15,9.199999809,5.800000191,6.300000191,35,129.3999939,46.6,19.9,ss,Ca,NA,NA,qu,NA
4275,125.8828125,Inf,-10.58749962,12.42500019,17.72467804,2266.246582,25.20000076,-44.90000153,70.1000061,15.80000019,-21.71666718,15.80000019,-39.09999847,269,46,5,67.5086441,133,20,133,27,NA,NA,NA,NA,1,13,11.39999962,6.300000191,6.5,31,136.5,43,23.3,sm,Er,NA,NA,pl,NA
4276,126.53125,Inf,-10.59166718,12.39999962,17.66381645,2269.845703,25.29999924,-44.90000153,70.19999695,15.86666679,-33.29999924,15.86666679,-39.1333313,270,46,5,66.87758636,133,21,133,27,NA,NA,NA,NA,1,12,11.10000038,6.099999905,6.5,31,131,44.4,23.2,sm,Er,NA,NA,pl,NA
4277,140.03125,Inf,-10.59166718,12.39999962,17.66381645,2269.845703,25.29999924,-44.90000153,70.19999695,15.86666679,-33.29999924,15.86666679,-39.1333313,270,46,5,66.87758636,133,21,133,27,NA,NA,NA,NA,1,12,11.10000038,6.099999905,6.5,31,131,42.8,22.9,sm,Er,NA,NA,pl,NA
4278,130.1171875,Inf,-10.59166718,12.39999962,17.66381645,2269.845703,25.29999924,-44.90000153,70.19999695,15.86666679,-33.29999924,15.86666679,-39.1333313,270,46,5,66.87758636,133,21,133,27,NA,NA,NA,NA,1,12,11.10000038,6.099999905,6.5,31,131,42.2,23.3,sm,Er,NA,NA,pl,NA
4279,130.8515625,Inf,-10.59166718,12.41666603,17.63731003,2275.528809,25.39999962,-45,70.40000153,15.9333334,-33.3833313,15.9333334,-39.18333435,269,46,5,67.13925934,133,21,133,27,NA,NA,NA,NA,1,13,11.10000038,6.199999809,6.5,30,132.3000031,42.3,24.1,sm,Er,NA,NA,pl,NA
4280,134.1171875,Inf,-10.59166718,12.41666603,17.63731003,2275.528809,25.39999962,-45,70.40000153,15.9333334,-33.3833313,15.9333334,-39.18333435,269,46,5,67.13925934,133,21,133,27,NA,NA,NA,NA,1,13,11.10000038,6.199999809,6.5,30,132.3000031,42.3,24.1,sm,Er,NA,NA,pl,NA
4281,131.09375,Inf,-10.73750019,12.30833244,17.68438721,2249.237305,24.79999924,-44.79999924,69.59999847,15.48333263,-33.18333435,15.48333263,-39.01666641,281,49,5,68.40846252,140,20,140,26,NA,NA,NA,NA,0.899999976,13,11,6.800000191,6.300000191,29,133.8000031,43.1,23.8,sm,Lu,NA,NA,hu,NA
4282,129.46875,Inf,-10.85000038,12.40000057,17.53889656,2284.12915,25.20000076,-45.5,70.69999695,15.81666756,-33.70000076,15.81666756,-39.51666641,293,50,6,66.01609039,142,22,142,27,NA,NA,NA,NA,0.899999976,13,12.39999962,7.300000191,6.400000095,29,158,0,0,sm,Er,NA,NA,pl,NA
4288,127.40625,Inf,-10.7458334,12.125,17.34620857,2265.341064,24.89999962,-45,69.90000153,15.63333321,-33.29999924,15.63333321,-39.21666718,282,48,5,67.93190765,138,20,138,25,NA,NA,NA,NA,1,13,11.69999981,7.099999905,6.5,28,127,43.5,18.6,sm,Er,NA,NA,pl,NA
4289,120.859375,Inf,-10.7458334,12.125,17.34620857,2265.341064,24.89999962,-45,69.90000153,15.63333321,-33.29999924,15.63333321,-39.21666718,282,48,5,67.93190765,138,20,138,25,NA,NA,NA,NA,1,13,11.69999981,7.099999905,6.5,28,127,44.6,19.2,sm,Er,NA,NA,pl,NA
4290,123.4921875,Inf,-10.7458334,12.125,17.34620857,2265.341064,24.89999962,-45,69.90000153,15.63333321,-33.29999924,15.63333321,-39.21666718,282,48,5,67.93190765,138,20,138,25,NA,NA,NA,NA,1,13,11.69999981,7.099999905,6.5,28,127,43.5,18.6,sm,Er,NA,NA,pl,NA
4291,119.3359375,Inf,-10.75,12.21666718,17.47734833,2262.781982,25,-44.90000153,69.90000153,15.63333321,-33.29999924,15.63333321,-39.16666794,279,48,4,69.27400208,138,19,138,25,NA,NA,NA,NA,1,14,10.69999981,6.699999809,6.5,31,112.6999969,45.4,21.7,sm,Er,NA,NA,pl,NA
4292,100.53125,Inf,-10.35416698,11.5583334,16.92288971,2238.533936,24.70000076,-43.59999847,68.30000305,15.76666641,-32.73333359,15.76666641,-38.45000076,261,45,5,67.52980804,129,20,129,25,NA,NA,NA,NA,1,14,10.80000019,6.199999809,6.300000191,35,117.5,41.8,22.9,sm,Al,NA,NA,NA,NA
4293,80.703125,Inf,-10.35416698,11.5583334,16.92288971,2238.533936,24.70000076,-43.59999847,68.30000305,15.76666641,-32.73333359,15.76666641,-38.45000076,261,45,5,67.52980804,129,20,129,25,NA,NA,NA,NA,1,14,10.80000019,6.199999809,6.300000191,35,117.5,41.7,21,sm,Al,NA,NA,NA,NA
4294,92.8828125,Inf,-9.958333015,11.53333378,16.64261627,2254.914795,25.70000076,-43.59999847,69.30000305,16.41666603,-21.28333282,16.41666603,-38.25,246,42,5,66.38747406,121,19,121,26,NA,NA,NA,NA,1,13,9,6,6.300000191,32,122.4000015,43.5,22.3,ss,Au,NA,NA,hu,NA
4295,89.6875,Inf,-9.933333397,11.5,16.64254761,2249.742676,25.60000038,-43.5,69.09999847,16.38333321,-21.23333359,16.38333321,-38.16666794,245,42,5,66.76340485,121,18,121,26,NA,NA,NA,NA,1,13,9.300000191,5.900000095,6.300000191,33,122.3000031,42.5,22.7,ss,Au,NA,NA,hu,NA
4296,95.9765625,Inf,-9.945833206,11.52500057,16.65462494,2254.415283,25.70000076,-43.5,69.19999695,16.41666603,-21.26666641,16.41666603,-38.23333359,247,42,5,66.21839142,121,18,121,27,NA,NA,NA,NA,1,14,9.899999619,5.900000095,6.300000191,33,125,44.2,22.2,ss,Au,NA,NA,hu,NA
4297,129.5546875,Inf,-9.945833206,11.52500057,16.65462494,2254.415283,25.70000076,-43.5,69.19999695,16.41666603,-21.26666641,16.41666603,-38.23333359,247,42,5,66.21839142,121,18,121,27,NA,NA,NA,NA,1,14,9.899999619,5.900000095,6.300000191,33,125,44.2,22.2,ss,Au,NA,NA,hu,NA
4298,139.4296875,Inf,-9.945833206,11.52500057,16.65462494,2254.415283,25.70000076,-43.5,69.19999695,16.41666603,-21.26666641,16.41666603,-38.23333359,247,42,5,66.21839142,121,18,121,27,NA,NA,NA,NA,1,14,9.899999619,5.900000095,6.300000191,33,125,43.9,22.7,ss,Au,NA,NA,hu,NA
4299,181.9296875,Inf,-10.4416666,11,16.32047462,2213.686523,23.89999962,-43.5,67.40000153,15.39999962,-32.70000076,15.39999962,-38.20000076,266,44,5,66.17993927,130,21,130,27,NA,NA,NA,NA,1,15,10.19999981,5.800000191,6.199999809,31,120.6999969,43.1,19.45,ss,Wu,NA,NA,NA,NA
4300,167.34375,Inf,-10.27499962,11.01666641,16.29684448,2220.924805,24.10000038,-43.5,67.59999847,15.60000038,-32.66666794,15.60000038,-38.18333435,264,43,6,64.30187225,127,23,127,28,NA,NA,NA,NA,0.899999976,16,10.10000038,5.800000191,6.199999809,31,118.8000031,41.2,19.4,ss,Wu,NA,NA,NA,NA
4301,119.640625,Inf,-10.4416666,11,16.32047462,2213.686523,23.89999962,-43.5,67.40000153,15.39999962,-32.70000076,15.39999962,-38.20000076,266,44,5,66.17993927,130,21,130,27,NA,NA,NA,NA,1,15,10.19999981,5.800000191,6.199999809,31,120.6999969,40.7,19.1,ss,Wu,NA,NA,NA,NA
4303,143.4921875,Inf,-10.14999962,11.4333334,16.64240646,2237.888672,25.20000076,-43.5,68.69999695,16.05000114,-32.53333282,16.05000114,-38.20000076,244,43,3,71.49106598,125,16,125,24,NA,NA,NA,NA,1,15,11.30000019,6,6.199999809,32,135.3000031,41.4,22,ss,Au,NA,NA,hu,NA
