plot_ID,biomass,N,C,P,K,NP,NK,KP
2114,224.7083333,1.356666684,44.59008408,0.127433913,1.319742017,10.64604117,1.027978701,10.35628575
2115,137.9583333,1.429159045,42.65148926,0.196156928,1.523196979,7.285794387,0.938262789,7.76519593
2116,308.875,1.207783699,44.56892014,0.066887118,1.013827293,18.05704499,1.191311091,15.15728773
2117,134.375,1.241061449,43.73379517,0.112913309,1.004045312,10.99127694,1.236061196,8.892178618
2118,401.375,1.756484151,42.52526474,0.116453175,1.749630755,15.08317958,1.003917053,15.02432849
2119,233.375,1.52839303,42.49064636,0.123922187,1.797269385,12.33348981,0.850397299,14.50320906
2120,478.125,1.856817961,43.83727646,0.140517527,1.21416362,13.21413777,1.529297971,8.640656051
2121,318.4583333,1.246689558,43.53062439,0.110160032,1.102649426,11.31707694,1.130630941,10.00952347
2122,366.9583333,1.769037962,43.87932587,0.244303513,2.018483504,7.241148276,0.876419331,8.262195984
2123,308.9583333,1.236358285,44.46590042,0.0902253,0.499511352,13.70301107,2.47513551,5.536267012
2124,223.7083333,1.587441206,43.42926407,0.17861493,0.889411031,8.887505686,1.784822934,4.97948873
2125,186.9583333,2.283772469,44.84475708,0.176577527,1.39678523,12.93353978,1.635020488,7.910322756
2126,319.4583333,1.720534682,43.14226151,0.130118891,2.105340855,13.22278932,0.817223813,16.18013218
2127,1226.208333,0.909142494,43.18465805,0.138631373,1.475532673,6.557985212,0.616145281,10.64356964
2128,118.2083333,1.101157665,44.54092789,0.050334033,0.664951632,21.8770005,1.655996635,13.21077594
2129,206.2083333,1.085686207,43.09831619,0.086431672,0.915793928,12.56120797,1.185513655,10.59558269
2130,422.2083333,1.16981101,43.19993591,0.120182827,1.242910568,9.733595383,0.941186792,10.34183168
2131,514.7083333,1.343311667,43.25552368,0.157537657,1.239566622,8.526924245,1.08369461,7.868382999
2132,474.7083333,1.206831455,43.92206192,0.063468829,1.028269355,19.01455366,1.173653041,16.20117105
2133,501.9583333,1.330345988,43.52494049,0.080695845,1.378960888,16.48592921,0.964745265,17.08837534
2134,255.375,1.522724152,42.62347412,0.16420773,1.23212066,9.273157555,1.235856358,7.503426666
2135,464.375,0.961078346,42.71853256,0.109770453,1.448340427,8.75534645,0.663572133,13.19426483
2136,320.625,1.346602678,44.27328873,0.147677275,1.497590523,9.11855042,0.899179487,10.14096802
2137,506.625,1.057151198,43.1149826,0.126064449,1.427567865,8.385799537,0.740526054,11.32411141
2138,347.625,1.213321447,42.92399597,0.160258548,0.913263421,7.571024835,1.328555835,5.698687729
2140,299.4583333,1.630547762,44.10594559,0.08396933,1.342983806,19.4183729,1.214123175,15.99374207
2141,326.9583333,1.497460365,43.34545898,0.138174337,1.810611003,10.83747096,0.827046982,13.10381539
2142,370.7083333,1.645082355,43.74067688,0.228916372,1.459055938,7.186390124,1.127497796,6.373750926
2143,432.875,1.327430964,43.23026657,0.108881906,1.821143898,12.19147435,0.728899548,16.72586351
2144,107.125,1.320878744,43.79455566,0.111994803,1.333427802,11.79410748,0.990588873,11.90615784
2145,177.125,1.129385114,43.37827301,0.079267648,1.239249996,14.24774347,0.911345667,15.63374248
2146,120.625,1.110411286,43.62340546,0.077010013,1.097916506,14.41905075,1.011380446,14.25680198
2147,224.125,1.608255029,43.57809448,0.161325358,2.355739201,9.969015714,0.682696552,14.60241112
2148,321.375,1.354402661,43.47118759,0.105669241,1.313589504,12.81737853,1.031069948,12.43114355
2149,195.375,1.384357452,46.3296051,0.083843604,0.950829912,16.51118733,1.455946468,11.34051814
2150,221.4583333,1.772180796,45.17038727,0.142927359,1.114204742,12.39917122,1.590534243,7.795601554
2151,325.8518519,1.222425222,39.97936249,0.17429859,1.427359316,7.013397079,0.856424313,8.189161576
2152,558.1481481,1.353215098,39.90988541,0.22126734,1.546270128,6.115747123,0.875147928,6.98824385
2153,575.8518519,1.088736892,41.30777359,0.228781494,1.607380758,4.758850347,0.677336024,7.02583382
2154,178.6296296,1.19770968,41.34420013,0.292203942,1.853383917,4.098882691,0.646228592,6.342775201
2155,744.6296296,1.649970412,41.14422226,0.294845033,1.967766351,5.596059717,0.83849915,6.673900289
2156,463.1481481,1.422184348,41.68267441,0.266199034,1.917958798,5.342560139,0.741509332,7.204980308
2157,208.2407408,1.340383232,40.61239243,0.226302089,1.720410578,5.92298214,0.779106598,7.602274398
2158,439,0.965228319,42.03940964,0.082915862,0.988908657,11.64105752,0.976054069,11.92665231
2159,359.0648148,0.882812172,42.82307625,0.198381689,1.26216,4.450068848,0.699445531,6.362280761
2160,574.7893519,1.169394642,41.82363892,0.130757871,1.283768352,8.943206501,0.910907829,9.81790497
2161,204.1412037,1.096287579,39.93535805,0.178986004,1.964404189,6.124990542,0.55807638,10.97518326
2162,529.5787037,1.116479159,39.3448639,0.15019052,1.254868052,7.433752558,0.889718371,8.355174852
2163,371.7280093,1.254268587,42.44521332,0.138226819,1.253588167,9.073988648,1.000542778,9.069066163
2164,140.7870371,1.162613511,40.741642,0.155362171,1.387658684,7.48324707,0.837823829,8.931766817
2165,199.894676,1.145831287,41.9612465,0.175210423,1.54943453,6.539743873,0.739515782,8.843278313
2166,140.7332176,1.189712644,42.77484894,0.155295678,1.433877553,7.660951414,0.829717043,9.233209652
2167,187.4988426,1.301689744,41.12221909,0.146335242,1.313389404,8.895258112,0.99109201,8.975209184
2168,154.4780093,1.292302311,42.14533806,0.201296575,1.659937293,6.41989221,0.778524777,8.246227223
2169,132.5625,1.449741364,41.17813301,0.166582666,2.009989399,8.70283447,0.721268164,12.06601775
2170,206.125,1.786046267,41.4526825,0.128591093,2.174117524,13.88934665,0.821504011,16.90721708
2171,467.03125,1.161509872,41.54652977,0.086409052,1.108903651,13.44199299,1.047439848,12.83318848
2172,439.5625,1.168175697,40.33407402,0.081868892,1.267616927,14.26885925,0.921552618,15.48349923
2173,503.3125,1.211842835,40.4133606,0.096963057,1.421470211,12.49798503,0.852527774,14.65991538
2174,578,0.99232018,37.7814827,0.06329091,0.781431693,15.67871563,1.269874499,12.34666547
2175,695.5,0.995038211,39.84649658,0.0876681,0.848571407,11.35006018,1.172603982,9.679363497
2176,457.375,0.948775053,41.31322861,0.080459128,0.959779188,11.79201262,0.988534722,11.92877939
2177,115.125,1.332752585,43.61759186,0.172336535,1.089460503,7.73343032,1.223314275,6.321703654
2178,352.9375,1.255841374,37.88303757,0.07985194,1.018220548,15.72712415,1.23336872,12.75135642
2179,214.9375,0.963865757,32.18299484,0.066695885,0.765320755,14.45165256,1.259427176,11.47478221
2180,282.1875,1.150147438,38.96611404,0.091654567,1.081258604,12.54871935,1.063711709,11.79710558
2181,164.875,2.189072132,41.58361053,0.250908277,2.110028438,8.724591146,1.037460961,8.409560909
2182,139.5625,1.563467622,38.74372482,0.148198465,1.662504912,10.54982332,0.940428874,11.21809806
2183,481,1.247483492,41.58897781,0.12374089,1.712453323,10.08141684,0.728477369,13.83902543
2184,361.8125,1.335201502,38.87944794,0.109781799,1.466208957,12.16232121,0.910648851,13.35566524
2185,207.5,1.556622982,42.59482956,0.184776331,1.89593601,8.424363519,0.821031392,10.26070817
2186,65.25,1.343622923,43.3980217,0.212647138,1.600361731,6.318556345,0.839574514,7.525902987
2187,68.0625,1.412892699,43.35897064,0.247459466,1.385477137,5.709592451,1.019787813,5.598804359
2188,676.625,0.952068686,42.73944855,0.152117879,1.411748758,6.258755988,0.674389604,9.28062347
2189,459.375,1.241928697,39.78743362,0.13311755,1.51502244,9.329563961,0.819742774,11.38108717
2190,247.5,1.823763847,41.54452515,0.29688442,3.055561211,6.143009616,0.596867063,10.29209014
2191,385.5,1.223888755,40.88012695,0.230540319,1.910878027,5.308783992,0.640485022,8.288693428
2192,75.625,1.067440033,43.21134949,0.196747528,1.140430465,5.425430468,0.935997473,5.796415724
2193,277.1875,1.734465361,41.50917816,0.220985474,2.160001056,7.84877544,0.80299283,9.774402891
2194,539.1875,1.07873857,41.25582504,0.303428066,1.664900887,3.555170701,0.647929603,5.486970632
2195,401.375,1.55704093,42.20472336,0.273657749,2.01006001,5.689738133,0.774624102,7.345160213
2196,275.3125,1.34449327,42.21873856,0.264359726,1.62982303,5.08584757,0.82493206,6.16517143
2197,937,1.327810884,40.40907288,0.230368737,3.015505881,5.76385017,0.440327738,13.08990934
2198,433.2407407,1.352294207,41.42617416,0.240551608,1.570823493,5.621638609,0.860882342,6.530089348
2199,465.3518519,1.939570189,41.87232971,0.252027886,1.626790524,7.695855486,1.192267941,6.454803672
2200,570.3518519,1.790710568,40.27364349,0.235645884,1.854290455,7.599159118,0.965712013,7.868970268
2201,413.7962963,1.818547606,41.72846222,0.181070514,1.803176519,10.04331167,1.008524449,9.958421607
2202,355.2407407,1.431810975,41.44510269,0.231191539,1.570712245,6.19318069,0.911567972,6.793986717
2203,555.1296296,1.423118472,40.02613831,0.256182066,1.782381697,5.555105766,0.798436426,6.957480376
2204,571.0185185,1.525719881,41.15097427,0.27707798,1.490763485,5.506463852,1.023448653,5.380302993
2205,563.9074074,1.178075433,42.10422134,0.210545755,1.782304457,5.595341654,0.660984395,8.465164529
2206,478.5740741,1.754803538,40.24636078,0.255149673,2.343996244,6.877545706,0.748637521,9.186749943
2207,437.2407407,1.359936237,40.11480331,0.184397356,1.536897033,7.375031109,0.884858392,8.334702115
2208,229.462963,1.371042371,39.62227631,0.346818149,2.272439127,3.953202492,0.603335137,6.552249741
2209,659.462963,1.115880013,42.25671387,0.253643889,1.070342853,4.399396403,1.042544461,4.21986454
2210,196.9074074,1.555301189,41.48314285,0.367340534,1.826706854,4.233949279,0.851423525,4.972788693
2211,217.3518519,1.377367496,39.57074356,0.43386816,2.630616547,3.174622208,0.523591132,6.063170312
2212,645.9074074,0.921177387,40.31716537,0.1672868,1.36720762,5.506575456,0.673765545,8.172836231
2213,827.2407407,1.267558455,40.89229584,0.147502198,1.588926911,8.593488587,0.797744973,10.77222531
2214,321.5740741,1.89081955,41.48922729,0.163786474,1.49077043,11.54441819,1.268350587,9.101914179
2217,874.7962963,1.429157734,40.72895813,0.258730812,1.995044774,5.523724534,0.716353714,7.71088978
2218,244.0185185,1.064450264,41.49612045,0.283158046,1.041037789,3.759208961,1.022489553,3.676525544
2219,272.3518519,1.333012342,40.50534058,0.272205494,1.451563854,4.89708096,0.918328421,5.332603074
2220,585.7962963,1.194951534,40.9539032,0.306373753,1.637202476,3.90030648,0.729874009,5.343807882
2221,179.3518519,1.375178814,42.12516785,0.238573753,1.748023624,5.764166413,0.786704936,7.326973743
2222,216.9074074,2.275615215,43.04259491,0.189883395,1.918198715,11.98427706,1.186329235,10.1019824
2223,307.6851852,2.296535254,42.96665192,0.215673519,1.920594,10.64820227,1.195742179,8.905098822
2224,449.0185185,2.073131084,42.00323105,0.359467096,2.511562634,5.767234629,0.825434754,6.986905511
2225,459.2407407,1.767341137,41.18231583,0.335829643,1.992745206,5.262612083,0.886887662,5.933797827
2226,471.6851852,2.314514875,40.97899628,0.38612608,2.592061532,5.994194629,0.892924356,6.712992637
2227,686.4444444,1.451171279,41.29713058,0.198862617,1.81050625,7.297355837,0.801527904,9.104306668
2228,448.2222222,1.044752836,41.91252899,0.130494007,1.250779284,8.006136527,0.835281532,9.58495576
2229,351,1.230803728,40.74224091,0.184022216,2.005974966,6.688343151,0.613568838,10.90072172
2230,233,1.627725482,43.71461868,0.141260286,1.332910518,11.52288112,1.221181362,9.435847511
2231,215.5555556,1.23571527,46.084095,0.069834299,0.62950798,17.69496204,1.96298587,9.01430943
2232,94.11111111,1.559859157,42.88426208,0.11313421,0.738793823,13.78768771,2.11135923,6.53024247
2233,196,1.686992407,45.67788315,0.156370939,1.615747848,10.78840108,1.04409386,10.33278855
2234,423.2222222,1.693961263,44.2066803,0.123376777,1.231690828,13.72998472,1.375313694,9.983165859
2235,383.4444444,1.880734563,44.39236069,0.12831917,1.527367829,14.65669208,1.231356669,11.90288114
2236,197.3333333,1.439500213,45.67301941,0.148845229,1.229793365,9.671120953,1.170522019,8.262228983
2237,220.3333333,1.486988187,47.28622818,0.078900682,0.726344922,18.84632869,2.047220462,9.205812974
2238,94.66666667,1.377690554,47.38624954,0.107627419,1.072724712,12.80055368,1.28429087,9.96702069
2239,384.8888889,1.756323814,44.13799667,0.129094751,1.528908971,13.60492042,1.14874322,11.84330857
2240,36.77777778,1.234363556,45.06181335,0.071094123,0.640007954,17.3623853,1.928669087,9.002262451
2241,153.3333333,1.579289556,44.23282623,0.080149755,0.957420955,19.70423435,1.649524744,11.94540089
2242,107.4444444,1.074298978,44.68864822,0.0903993,0.599695879,11.88393027,1.791406304,6.63385534
2243,121.2222222,1.46169281,45.38558197,0.063763313,0.479703234,22.92372747,3.047077248,7.523185535
2244,116.2222222,1.292121172,44.93458557,0.048348428,0.533110836,26.72519512,2.423738339,11.02643577
2245,162.4444444,1.169919014,43.36933899,0.070377855,0.495695492,16.62339686,2.360156654,7.0433447
2246,207,1.26614058,45.5798645,0.099145433,1.019854272,12.77053861,1.241491667,10.2864473
2247,371.1111111,1.645083547,44.93855667,0.155720811,1.277601227,10.56431402,1.287634602,8.204434711
2248,87.22222222,1.28884995,44.1517334,0.12220925,0.827441201,10.5462553,1.557633278,6.770692079
2249,161,1.510849953,43.90684891,0.128705688,1.054885411,11.73879707,1.432240827,8.196105606
2251,78.55555556,1.858252287,43.39331055,0.201030704,1.503152338,9.243624233,1.236236834,7.477227648
2252,74.55555556,2.126921892,45.19373703,0.256311936,1.652650469,8.298177312,1.286976243,6.447809239
2253,265.3333333,1.287202835,44.72423935,0.092028481,0.788464901,13.98700512,1.632542975,8.567618333
2254,388.5555556,1.256143212,45.25915909,0.056936505,0.819265348,22.06217631,1.533255636,14.38910499
2255,292.875,1.249643683,42.84368515,0.101369406,1.128387128,12.32762164,1.107460066,11.13143672
2256,123.4375,1.637682915,45.17899323,0.109141662,1.159680091,15.00511248,1.412185074,10.6254575
2257,148.3125,1.9675529,43.15126419,0.160247571,1.673523492,12.27820732,1.17569482,10.44336261
2258,204.9375,1.662507176,44.22428513,0.092727238,1.231980938,17.92900567,1.349458522,13.28607391
2262,265.1875,1.249250054,44.1151123,0.084706014,1.373456893,14.74806799,0.909566263,16.21439645
2263,130.9375,1.369813085,44.48548508,0.102645623,0.878347672,13.34507059,1.55953403,8.557088421
2264,158.75,1.792069912,45.4283638,0.099036145,1.087962611,18.09510974,1.647179686,10.9855105
2265,222.1875,1.633524895,43.6884079,0.087114325,0.894291987,18.75150723,1.82661247,10.26572825
2266,302.6875,1.977959275,43.66649628,0.150048793,1.225675978,13.1821072,1.613770124,8.168516077
2267,184.75,1.561439753,43.44948959,0.105285408,1.229907361,14.83054283,1.269558832,11.68165071
2268,156.5,1.190432191,43.24873734,0.081729223,0.610955729,14.56556354,1.948475371,7.475364461
2269,227.5,1.330037594,43.34802246,0.108947495,0.606977104,12.20806035,2.191248377,5.571280955
2270,195.9375,1.094263315,39.52905273,0.115464295,0.623630905,9.477070942,1.754664989,5.401071431
2271,134.4375,1.111502409,41.35519028,0.082719037,0.721674996,13.4370811,1.540170319,8.724412447
2272,187.9375,1.520532727,43.896595,0.106317564,0.860191849,14.30180179,1.767666979,8.090778387
2273,348.5625,1.603860378,44.01517868,0.094925257,1.342592779,16.89603409,1.194599288,14.14368337
2274,308.0625,0.900256693,43.00390244,0.07572197,0.866942482,11.88897612,1.038427245,11.44902176
2275,242.875,1.916519761,43.563591,0.162526281,1.991188418,11.79206064,0.962500456,12.25148576
2276,183.875,1.476857424,44.10837555,0.088147379,1.048774449,16.75441109,1.408174489,11.89796521
2277,234.9375,1.378878236,44.40119934,0.115417879,1.218354476,11.94683396,1.131754562,10.55602898
2278,133.8125,1.484417915,43.72925568,0.101962183,1.068857705,14.55851445,1.388789086,10.48288369
2279,157.9375,1.352389097,43.77844238,0.086646018,0.77002331,15.6082083,1.756296309,8.887001708
2280,281,1.298737526,45.19585419,0.076998353,0.555733867,16.8670819,2.336977469,7.217477327
2281,129.5625,1.482263923,44.37350082,0.102706139,0.66341531,14.4320869,2.234292608,6.459354002
2282,192.0625,1.209392905,44.01203537,0.069995937,0.520655191,17.27804437,2.322828862,7.438363044
2283,163.75,1.487021685,43.65325165,0.087321127,0.946971291,17.029346,1.570292256,10.84469845
2284,213.375,1.215916753,43.98085022,0.084767323,1.218478971,14.34416837,0.9978972,14.37439485
2285,212.125,1.233675361,42.36061096,0.092720168,0.802034554,13.30536158,1.538182308,8.650055013
2286,161.25,1.326791048,43.72706223,0.109285431,1.085229786,12.14060315,1.222589967,9.930232933
2287,326.875,1.918237567,43.67376328,0.145670531,0.739187069,13.16832961,2.59506375,5.074376155
2288,125.4375,1.653898001,44.42455673,0.102163879,1.025114399,16.18867664,1.613378958,10.03401994
